,Header,Tag,Dataset_name,Index
281,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-usa.csv.CSV,685
282,Origin,#country+origin,unhcr-asylum-seekers-determination-usa.csv.CSV,685
283,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-usa.csv.CSV,685
284,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-usa.csv.CSV,685
285,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-usa.csv.CSV,685
286,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-usa.csv.CSV,685
287,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-usa.csv.CSV,685
288,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-usa.csv.CSV,685
289,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-usa.csv.CSV,685
290,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-usa.csv.CSV,685
291,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-usa.csv.CSV,685
292,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-usa.csv.CSV,685
293,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-usa.csv.CSV,685
294,Year,#date+year,unhcr-asylum-seekers-determination-ury.csv.CSV,686
295,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-ury.csv.CSV,686
296,Origin,#country+origin,unhcr-asylum-seekers-determination-ury.csv.CSV,686
297,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-ury.csv.CSV,686
298,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-ury.csv.CSV,686
299,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-ury.csv.CSV,686
300,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-ury.csv.CSV,686
301,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-ury.csv.CSV,686
302,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-ury.csv.CSV,686
303,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-ury.csv.CSV,686
304,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-ury.csv.CSV,686
305,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-ury.csv.CSV,686
306,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-ury.csv.CSV,686
307,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-ury.csv.CSV,686
308,Year,#date+year,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
309,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
310,Origin,#country+origin,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
311,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
312,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
313,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
314,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
315,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
316,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
317,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
318,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
319,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
320,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
321,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-uzb.csv.CSV,687
322,Year,#date+year,unhcr-asylum-seekers-determination-vut.csv.CSV,688
323,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-vut.csv.CSV,688
324,Origin,#country+origin,unhcr-asylum-seekers-determination-vut.csv.CSV,688
325,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-vut.csv.CSV,688
326,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-vut.csv.CSV,688
327,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-vut.csv.CSV,688
328,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-vut.csv.CSV,688
329,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-vut.csv.CSV,688
330,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-vut.csv.CSV,688
331,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-vut.csv.CSV,688
332,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-vut.csv.CSV,688
333,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-vut.csv.CSV,688
334,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-vut.csv.CSV,688
335,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-vut.csv.CSV,688
336,Year,#date+year,unhcr-asylum-seekers-determination-ven.csv.CSV,689
337,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-ven.csv.CSV,689
338,Origin,#country+origin,unhcr-asylum-seekers-determination-ven.csv.CSV,689
339,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-ven.csv.CSV,689
340,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-ven.csv.CSV,689
341,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-ven.csv.CSV,689
342,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-ven.csv.CSV,689
343,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-ven.csv.CSV,689
344,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-ven.csv.CSV,689
345,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-ven.csv.CSV,689
346,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-ven.csv.CSV,689
347,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-ven.csv.CSV,689
348,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-ven.csv.CSV,689
349,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-ven.csv.CSV,689
350,Year,#date+year,unhcr-asylum-seekers-determination-yem.csv.CSV,690
351,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-yem.csv.CSV,690
352,Origin,#country+origin,unhcr-asylum-seekers-determination-yem.csv.CSV,690
353,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-yem.csv.CSV,690
354,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-yem.csv.CSV,690
355,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-yem.csv.CSV,690
356,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-yem.csv.CSV,690
357,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-yem.csv.CSV,690
358,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-yem.csv.CSV,690
359,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-yem.csv.CSV,690
360,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-yem.csv.CSV,690
361,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-yem.csv.CSV,690
362,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-yem.csv.CSV,690
363,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-yem.csv.CSV,690
364,Year,#date+year,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
365,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
366,Origin,#country+origin,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
367,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
368,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
369,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
370,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
371,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
372,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
373,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
374,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
375,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
376,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
377,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-zmb.csv.CSV,691
378,Year,#date+year,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
379,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
380,Origin,#country+origin,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
381,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
382,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
383,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
384,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
385,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
386,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
387,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
388,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
389,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
390,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
391,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-zwe.csv.CSV,692
392,Year,#date+year,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
393,Country / territory of asylum/residence,#country+asylum,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
394,Origin,#country+origin,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
395,RSD procedure type / level,#x_procedure+rsd,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
396,Total persons pending start-year,#x_applicants+start+total,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
397,of which UNHCR-assisted,#x_applicants+start+unhcr,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
398,Applied during year,#x_applicants+inyear,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
399,statistics.filter.decisions_recognized,#x_decisions+recognized,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
400,statistics.filter.decisions_other,#x_decisions+other,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
401,Rejected,#x_decisions+negative+rejected,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
402,Otherwise closed,#x_decisions+closed,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
403,Total decisions,#x_decisions+total,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
404,Total persons pending end-year,#x_applicants+end+total,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
405,of which UNHCR-assisted.1,#x_applicants+end+unhcr,unhcr-asylum-seekers-determination-dnk.csv.CSV,693
406,Dates Reporting Period,#date +reported,phl-marawi_idp-by-month_region.csv.CSV,694
407,Region,#adm2 +name,phl-marawi_idp-by-month_region.csv.CSV,694
408,No. of Ecs,,phl-marawi_idp-by-month_region.csv.CSV,694
409,Family Inside ECs,,phl-marawi_idp-by-month_region.csv.CSV,694
410,Family Home Based,,phl-marawi_idp-by-month_region.csv.CSV,694
411,No. of returned,#affected +returnees,phl-marawi_idp-by-month_region.csv.CSV,694
412,Total Displaced,#affected +idps,phl-marawi_idp-by-month_region.csv.CSV,694
413,DISP_DATE,#date+occurred,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
414,ORIG_PROV_CODE,#admin1+code+x_origin,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
415,ORIG_PROV_NAME,#admin1+name+x_origin,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
416,ORIG_DIST_CODE,#admin2+code+x_origin,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
417,ORIG_DIST_NAME,#admin2+name+x_origin,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
418,DISP_PROV_CODE,#admin1+code+x_destination,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
419,DISP_PROV_NAME,#admin1+name+x_destination,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
420,DISP_DIST_CODE,#admin2+code+x_destination,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
421,DISP_DIST_NAME,#admin2+name+x_destination,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
422,DISP_IND,#affected+displaced,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
423,DISP_FAM,#affected+dispalced+families,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
424,DISP_ADULT_MALE,#affected+displaced+m+adults,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
425,DISP_ADULT_FEMALE,#affected+displaced+f+adults,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
426,DISP_CHILDREN_U18,#affected+dispalced+children,Afghanistan_Conflict_Displacements_2018.csv.CSV,695
427,COUNTRY_OF_ASYLUM,#country,afghan-voluntary-repatriation-2018.csv.CSV,696
428,RETURN_DATE,#date+occurred,afghan-voluntary-repatriation-2018.csv.CSV,696
429,ORIG_PROV_NAME,#admin1+name+x_origin,afghan-voluntary-repatriation-2018.csv.CSV,696
430,ORIG_DIST_NAME,#admin2+name+x_origin,afghan-voluntary-repatriation-2018.csv.CSV,696
431,DESTINATION_PROV_NAME,#admin1+name+x_destination,afghan-voluntary-repatriation-2018.csv.CSV,696
432,DESTINATION_DIST_NAME,#admin2+name+x_destination,afghan-voluntary-repatriation-2018.csv.CSV,696
433,INDIVIDUALS,#affected+displaced+all,afghan-voluntary-repatriation-2018.csv.CSV,696
434,MALE,#affected+displaced+m,afghan-voluntary-repatriation-2018.csv.CSV,696
435,FEMALE,#affected+displaced+f,afghan-voluntary-repatriation-2018.csv.CSV,696
436,Unnamed: 9,,afghan-voluntary-repatriation-2018.csv.CSV,696
437,Unnamed: 10,,afghan-voluntary-repatriation-2018.csv.CSV,696
438,Country,#country,sbtf-gin-health.csv.CSV,697
439,Status,#status,sbtf-gin-health.csv.CSV,697
440,Verified,#x_verified,sbtf-gin-health.csv.CSV,697
441,Date,#report_date,sbtf-gin-health.csv.CSV,697
442,Center ID,#loc_id,sbtf-gin-health.csv.CSV,697
443,Center,#loc,sbtf-gin-health.csv.CSV,697
444,Type,#loctype,sbtf-gin-health.csv.CSV,697
445,Activity,#activity,sbtf-gin-health.csv.CSV,697
446,Org,#org,sbtf-gin-health.csv.CSV,697
447,Capacity (N),#x_capacity,sbtf-gin-health.csv.CSV,697
448,Equipment (R.A.G),#x_equipment,sbtf-gin-health.csv.CSV,697
449,Staff (N),#x_staff,sbtf-gin-health.csv.CSV,697
450,Doctors,#x_doctors,sbtf-gin-health.csv.CSV,697
451,Nurses,#x_nurses,sbtf-gin-health.csv.CSV,697
452,Isolation Facility,#x_isolation,sbtf-gin-health.csv.CSV,697
453,PPE,#x_ppe,sbtf-gin-health.csv.CSV,697
454,Burial Site,#x_burial_sites,sbtf-gin-health.csv.CSV,697
455,Water,#x_water,sbtf-gin-health.csv.CSV,697
456,Power,#x_power,sbtf-gin-health.csv.CSV,697
457,Comm.,#x_comm,sbtf-gin-health.csv.CSV,697
458,Date open,#from_date,sbtf-gin-health.csv.CSV,697
459,Date closed,#to_date,sbtf-gin-health.csv.CSV,697
460,Region,#adm1,sbtf-gin-health.csv.CSV,697
461,Adm1 ID,#adm1_id,sbtf-gin-health.csv.CSV,697
462,Prefecture,#adm2,sbtf-gin-health.csv.CSV,697
463,Adm2 ID,#adm2_id,sbtf-gin-health.csv.CSV,697
464,Sous Prefecture,#adm3,sbtf-gin-health.csv.CSV,697
465,Adm3 ID,#adm3_id,sbtf-gin-health.csv.CSV,697
466,Place,#x_placename,sbtf-gin-health.csv.CSV,697
467,Lat,#lat_deg,sbtf-gin-health.csv.CSV,697
